utm_source,utm_medium,utm_campaign,utm_adcontent,utm_keyword,device_category,device_os,device_brand,device_screen_resolution,device_browser,geo_country,geo_city,target
MvfHsxITijuriZxsqZqt,cpm,FTjNLDyTrXaWYgZymFkV,FTjNLDyTrXaWYgZymFkV,pHqgLcdBQPSLcrTpLkdr,desktop,Linux,other,360x640,Chrome,Russia,Saint Petersburg,0
ZpYIoDJMcFzVoPFsHGJL,banner,LEoPHuyFvzoNfnzGgfcd,LEoPHuyFvzoNfnzGgfcd,puhZPIYqKXeFPaUviSjo,mobile,Android,Samsung,360x760,Chrome,Russia,Moscow,0
kjsLglQLzykiRbcDiGcD,cpc,XHNUiSKKGTEpSAlaVMFQ,XHNUiSKKGTEpSAlaVMFQ,hAmNSZmQkKQKAjZEGlgb,desktop,Windows,other,1600x900,Chrome,Russia,Samara,0
kjsLglQLzykiRbcDiGcD,cpc,XHNUiSKKGTEpSAlaVMFQ,XHNUiSKKGTEpSAlaVMFQ,hAmNSZmQkKQKAjZEGlgb,mobile,Android,Philips,360x640,Chrome,Russia,Moscow,0
ZpYIoDJMcFzVoPFsHGJL,banner,LEoPHuyFvzoNfnzGgfcd,LEoPHuyFvzoNfnzGgfcd,puhZPIYqKXeFPaUviSjo,mobile,Android,Samsung,412x915,Chrome,Russia,Saint Petersburg,0
cAqxcRdSSFAyCPUxQHqy,info_text,yCnTwlCLkqZHwAglrEll,yCnTwlCLkqZHwAglrEll,APGNmHDNvDcuqsaRbeNw,mobile,Android,Xiaomi,393x873,Chrome,Russia,Saint Petersburg,0
RmEBuqrriAfAVsLQQmhk,cpc,VBmazutCflYumtDHrQYe,VBmazutCflYumtDHrQYe,puhZPIYqKXeFPaUviSjo,mobile,Android,Huawei,360x780,YaBrowser,Russia,Saint Petersburg,0
ZpYIoDJMcFzVoPFsHGJL,banner,LEoPHuyFvzoNfnzGgfcd,LEoPHuyFvzoNfnzGgfcd,puhZPIYqKXeFPaUviSjo,mobile,iOS,Apple,390x844,Safari,Russia,Moscow,0
kjsLglQLzykiRbcDiGcD,cpc,XHNUiSKKGTEpSAlaVMFQ,XHNUiSKKGTEpSAlaVMFQ,hAmNSZmQkKQKAjZEGlgb,mobile,Android,(not set),360x720,Chrome,Russia,Kursk,0
BHcvLfOaCWvWTykYqHVe,cpc,jvsVVQVKRfBIqBDBuCkq,jvsVVQVKRfBIqBDBuCkq,ZNhSIPchlbnKwZWcsKzz,mobile,Android,Xiaomi,393x851,Chrome,Russia,Moscow,0
ZpYIoDJMcFzVoPFsHGJL,banner,LEoPHuyFvzoNfnzGgfcd,LEoPHuyFvzoNfnzGgfcd,puhZPIYqKXeFPaUviSjo,mobile,iOS,Apple,414x736,Safari,Russia,Moscow,0
kjsLglQLzykiRbcDiGcD,cpc,XHNUiSKKGTEpSAlaVMFQ,XHNUiSKKGTEpSAlaVMFQ,hAmNSZmQkKQKAjZEGlgb,mobile,Android,Samsung,892x412,Samsung Internet,Russia,Saint Petersburg,0
ZpYIoDJMcFzVoPFsHGJL,banner,LEoPHuyFvzoNfnzGgfcd,LEoPHuyFvzoNfnzGgfcd,puhZPIYqKXeFPaUviSjo,mobile,Android,Samsung,412x915,Chrome,Brazil,24130,0
ZpYIoDJMcFzVoPFsHGJL,banner,LEoPHuyFvzoNfnzGgfcd,LEoPHuyFvzoNfnzGgfcd,puhZPIYqKXeFPaUviSjo,mobile,Android,Xiaomi,393x851,Chrome,Russia,Moscow,0
geDcueAOghDzHkGMmdOq,cpm,FTjNLDyTrXaWYgZymFkV,FTjNLDyTrXaWYgZymFkV,vuriSCpYEnMEbLACpaMZ,mobile,Android,Xiaomi,360x800,Android Webview,Russia,Irkutsk,0
bByPQxmDaMXgpHeypKSM,referral,LTuZkdKfxRGVceoWkVyg,LTuZkdKfxRGVceoWkVyg,puhZPIYqKXeFPaUviSjo,mobile,iOS,Apple,390x844,Safari (in-app),Russia,Saint Petersburg,0
ZpYIoDJMcFzVoPFsHGJL,banner,LEoPHuyFvzoNfnzGgfcd,LEoPHuyFvzoNfnzGgfcd,puhZPIYqKXeFPaUviSjo,mobile,Android,Huawei,360x771,Chrome,Russia,Vladivostok,0
MvfHsxITijuriZxsqZqt,cpm,FTjNLDyTrXaWYgZymFkV,FTjNLDyTrXaWYgZymFkV,pHqgLcdBQPSLcrTpLkdr,desktop,Windows,other,1920x1080,Chrome,Russia,Moscow,0
MvfHsxITijuriZxsqZqt,cpm,FTjNLDyTrXaWYgZymFkV,FTjNLDyTrXaWYgZymFkV,pHqgLcdBQPSLcrTpLkdr,mobile,Android,Huawei,320x694,YaBrowser,Russia,Saint Petersburg,0
MvfHsxITijuriZxsqZqt,cpv,FTjNLDyTrXaWYgZymFkV,FTjNLDyTrXaWYgZymFkV,YGYMDHtQgUvxgMZvXaZM,mobile,Android,Huawei,424x918,Chrome,Russia,Saint Petersburg,0
bByPQxmDaMXgpHeypKSM,referral,LTuZkdKfxRGVceoWkVyg,LTuZkdKfxRGVceoWkVyg,puhZPIYqKXeFPaUviSjo,desktop,Windows,other,1440x900,Safari,Russia,Moscow,0
ZpYIoDJMcFzVoPFsHGJL,push,sbJRYgVfvcnqKJNDDYIr,sbJRYgVfvcnqKJNDDYIr,puhZPIYqKXeFPaUviSjo,mobile,Android,Xiaomi,393x851,Chrome,Russia,Moscow,0
BHcvLfOaCWvWTykYqHVe,cpc,jvsVVQVKRfBIqBDBuCkq,jvsVVQVKRfBIqBDBuCkq,ZNhSIPchlbnKwZWcsKzz,mobile,Android,Samsung,412x915,Chrome,Russia,Moscow,0
bByPQxmDaMXgpHeypKSM,referral,LTuZkdKfxRGVceoWkVyg,LTuZkdKfxRGVceoWkVyg,puhZPIYqKXeFPaUviSjo,desktop,Windows,other,1920x1080,Chrome,Russia,Saint Petersburg,0
ZpYIoDJMcFzVoPFsHGJL,banner,LEoPHuyFvzoNfnzGgfcd,LEoPHuyFvzoNfnzGgfcd,puhZPIYqKXeFPaUviSjo,desktop,Macintosh,other,414x896,Safari,United States,New York,0
kjsLglQLzykiRbcDiGcD,cpc,XHNUiSKKGTEpSAlaVMFQ,XHNUiSKKGTEpSAlaVMFQ,hAmNSZmQkKQKAjZEGlgb,mobile,Android,Google,412x869,Chrome,Russia,Saint Petersburg,0
ZpYIoDJMcFzVoPFsHGJL,banner,LEoPHuyFvzoNfnzGgfcd,LEoPHuyFvzoNfnzGgfcd,puhZPIYqKXeFPaUviSjo,mobile,Android,Huawei,360x640,Chrome,Russia,Moscow,0
jaSOmLICuBzCFqHfBdRg,email,bxOTvPtyGSdUrbwoXCPO,bxOTvPtyGSdUrbwoXCPO,puhZPIYqKXeFPaUviSjo,mobile,iOS,Apple,428x926,Safari,Russia,Moscow,0
ZpYIoDJMcFzVoPFsHGJL,banner,LEoPHuyFvzoNfnzGgfcd,LEoPHuyFvzoNfnzGgfcd,puhZPIYqKXeFPaUviSjo,mobile,Android,Samsung,360x640,Chrome,Russia,Grozny,0
ZpYIoDJMcFzVoPFsHGJL,banner,LEoPHuyFvzoNfnzGgfcd,LEoPHuyFvzoNfnzGgfcd,puhZPIYqKXeFPaUviSjo,mobile,Android,Samsung,360x800,Chrome,Russia,Krasnodar,0
kjsLglQLzykiRbcDiGcD,cpc,XHNUiSKKGTEpSAlaVMFQ,XHNUiSKKGTEpSAlaVMFQ,hAmNSZmQkKQKAjZEGlgb,desktop,Windows,other,1280x800,Chrome,Russia,Dmitrov,0
kjsLglQLzykiRbcDiGcD,cpc,XHNUiSKKGTEpSAlaVMFQ,XHNUiSKKGTEpSAlaVMFQ,hAmNSZmQkKQKAjZEGlgb,desktop,Macintosh,other,1680x1050,Safari,Russia,Dolgoprudny,0
ZpYIoDJMcFzVoPFsHGJL,banner,LEoPHuyFvzoNfnzGgfcd,LEoPHuyFvzoNfnzGgfcd,puhZPIYqKXeFPaUviSjo,mobile,Android,Huawei,360x780,Chrome,Russia,Novosibirsk,0
MvfHsxITijuriZxsqZqt,cpm,FTjNLDyTrXaWYgZymFkV,FTjNLDyTrXaWYgZymFkV,pHqgLcdBQPSLcrTpLkdr,mobile,Android,Huawei,780x360,Chrome,Russia,Moscow,0
ZpYIoDJMcFzVoPFsHGJL,banner,LEoPHuyFvzoNfnzGgfcd,LEoPHuyFvzoNfnzGgfcd,puhZPIYqKXeFPaUviSjo,mobile,Android,Huawei,360x780,Chrome,Russia,Ryazan,0
QxAxdyPLuQMEcrdZWdWb,cpc,vRLTQQKAsFQMxbcHGPhu,vRLTQQKAsFQMxbcHGPhu,puhZPIYqKXeFPaUviSjo,desktop,Windows,other,2000x2000,Chrome,United States,Fort Worth,0
PlbkrSYoHuZBWfYjYnfw,cpm,FTjNLDyTrXaWYgZymFkV,FTjNLDyTrXaWYgZymFkV,quxdQHtdlpFZfBZSiXFZ,mobile,iOS,Apple,390x844,Safari,Russia,Mytishchi,0
BHcvLfOaCWvWTykYqHVe,cpc,jvsVVQVKRfBIqBDBuCkq,jvsVVQVKRfBIqBDBuCkq,ZNhSIPchlbnKwZWcsKzz,mobile,Android,Samsung,412x892,Chrome,Russia,Saint Petersburg,0
ZpYIoDJMcFzVoPFsHGJL,banner,LEoPHuyFvzoNfnzGgfcd,LEoPHuyFvzoNfnzGgfcd,puhZPIYqKXeFPaUviSjo,mobile,iOS,Apple,390x844,Safari,Russia,Krasnodar,0
PlbkrSYoHuZBWfYjYnfw,cpm,FTjNLDyTrXaWYgZymFkV,FTjNLDyTrXaWYgZymFkV,quxdQHtdlpFZfBZSiXFZ,desktop,Windows,other,1366x768,Opera,Russia,(not set),0
GmILPdZyuAVJCPsUBHeN,clicks,TIRYvHSoLonAvRZefPmz,TIRYvHSoLonAvRZefPmz,puhZPIYqKXeFPaUviSjo,mobile,iOS,Apple,375x812,Safari,Russia,Moscow,0
MvfHsxITijuriZxsqZqt,cpm,FTjNLDyTrXaWYgZymFkV,FTjNLDyTrXaWYgZymFkV,pHqgLcdBQPSLcrTpLkdr,mobile,Android,Xiaomi,830x393,Chrome,Russia,Saint Petersburg,0
ZpYIoDJMcFzVoPFsHGJL,push,sbJRYgVfvcnqKJNDDYIr,sbJRYgVfvcnqKJNDDYIr,puhZPIYqKXeFPaUviSjo,mobile,Android,Xiaomi,393x873,Chrome,Russia,Saint Petersburg,0
ZpYIoDJMcFzVoPFsHGJL,push,sbJRYgVfvcnqKJNDDYIr,sbJRYgVfvcnqKJNDDYIr,puhZPIYqKXeFPaUviSjo,mobile,Android,(not set),396x880,Firefox,Russia,Moscow,0
nSReTmyFtbSjlPrTKoaX,banner,BVKxkCOHKUOvkpbrLMgZ,BVKxkCOHKUOvkpbrLMgZ,puhZPIYqKXeFPaUviSjo,desktop,Windows,other,1600x900,Chrome,Russia,Barnaul,0
ZpYIoDJMcFzVoPFsHGJL,banner,LEoPHuyFvzoNfnzGgfcd,LEoPHuyFvzoNfnzGgfcd,puhZPIYqKXeFPaUviSjo,mobile,Android,Xiaomi,360x760,Chrome,Russia,Moscow,0
BHcvLfOaCWvWTykYqHVe,cpc,jvsVVQVKRfBIqBDBuCkq,jvsVVQVKRfBIqBDBuCkq,ZNhSIPchlbnKwZWcsKzz,mobile,iOS,Apple,375x667,Safari,Russia,Moscow,0
ZpYIoDJMcFzVoPFsHGJL,banner,LEoPHuyFvzoNfnzGgfcd,LEoPHuyFvzoNfnzGgfcd,puhZPIYqKXeFPaUviSjo,mobile,Android,Realme,360x800,Chrome,Russia,Irkutsk,0
jaSOmLICuBzCFqHfBdRg,email,bxOTvPtyGSdUrbwoXCPO,bxOTvPtyGSdUrbwoXCPO,puhZPIYqKXeFPaUviSjo,desktop,Windows,other,1366x768,Opera,Russia,Saint Petersburg,0
MvfHsxITijuriZxsqZqt,blogger_channel,gVwpGdJDpteNmFIatPTG,gVwpGdJDpteNmFIatPTG,puhZPIYqKXeFPaUviSjo,mobile,iOS,Apple,414x896,Safari,Russia,Moscow,0
RmEBuqrriAfAVsLQQmhk,cpc,VBmazutCflYumtDHrQYe,VBmazutCflYumtDHrQYe,puhZPIYqKXeFPaUviSjo,mobile,Android,Samsung,360x640,Chrome,Russia,Saint Petersburg,0
ZpYIoDJMcFzVoPFsHGJL,push,sbJRYgVfvcnqKJNDDYIr,sbJRYgVfvcnqKJNDDYIr,puhZPIYqKXeFPaUviSjo,mobile,iOS,Apple,375x812,Safari,Russia,Moscow,0
BHcvLfOaCWvWTykYqHVe,cpc,jvsVVQVKRfBIqBDBuCkq,jvsVVQVKRfBIqBDBuCkq,ZNhSIPchlbnKwZWcsKzz,mobile,Android,Xiaomi,393x851,Chrome,Russia,Moscow,0
ZpYIoDJMcFzVoPFsHGJL,banner,LEoPHuyFvzoNfnzGgfcd,LEoPHuyFvzoNfnzGgfcd,puhZPIYqKXeFPaUviSjo,mobile,Android,Samsung,360x640,Chrome,Russia,Murmansk,0
ZpYIoDJMcFzVoPFsHGJL,banner,LEoPHuyFvzoNfnzGgfcd,LEoPHuyFvzoNfnzGgfcd,puhZPIYqKXeFPaUviSjo,mobile,iOS,Apple,375x667,Safari,Russia,Chelyabinsk,0
ZpYIoDJMcFzVoPFsHGJL,banner,LEoPHuyFvzoNfnzGgfcd,LEoPHuyFvzoNfnzGgfcd,puhZPIYqKXeFPaUviSjo,mobile,Android,Xiaomi,393x851,Chrome,Russia,Ufa,0
QxAxdyPLuQMEcrdZWdWb,cpc,vRLTQQKAsFQMxbcHGPhu,vRLTQQKAsFQMxbcHGPhu,puhZPIYqKXeFPaUviSjo,mobile,iOS,Apple,375x812,Safari (in-app),Russia,Moscow,0
ZpYIoDJMcFzVoPFsHGJL,banner,LEoPHuyFvzoNfnzGgfcd,LEoPHuyFvzoNfnzGgfcd,puhZPIYqKXeFPaUviSjo,mobile,Android,Vivo,320x687,Chrome,Russia,Moscow,0
fgymSoTvjKPEgaIJqsiH,cpm,FTjNLDyTrXaWYgZymFkV,FTjNLDyTrXaWYgZymFkV,ObIWuFTMgFPUHNiFoOwb,desktop,Windows,other,1920x1080,Chrome,Russia,Tula,0
ZpYIoDJMcFzVoPFsHGJL,banner,LEoPHuyFvzoNfnzGgfcd,LEoPHuyFvzoNfnzGgfcd,puhZPIYqKXeFPaUviSjo,mobile,Android,Samsung,360x640,Samsung Internet,Russia,Samara,0
ZpYIoDJMcFzVoPFsHGJL,banner,LEoPHuyFvzoNfnzGgfcd,LEoPHuyFvzoNfnzGgfcd,puhZPIYqKXeFPaUviSjo,mobile,Android,Samsung,320x569,Chrome,Russia,Surgut,0
hTjLvqNxGggkGnxSCaTm,stories,QEejXfOCtOMFLZqIPApp,QEejXfOCtOMFLZqIPApp,puhZPIYqKXeFPaUviSjo,mobile,iOS,Apple,390x844,Safari (in-app),Russia,(not set),0
ZpYIoDJMcFzVoPFsHGJL,banner,LEoPHuyFvzoNfnzGgfcd,LEoPHuyFvzoNfnzGgfcd,puhZPIYqKXeFPaUviSjo,mobile,Android,OnePlus,412x892,Chrome,Russia,Moscow,0
ZpYIoDJMcFzVoPFsHGJL,push,sbJRYgVfvcnqKJNDDYIr,sbJRYgVfvcnqKJNDDYIr,puhZPIYqKXeFPaUviSjo,mobile,Android,Samsung,412x846,Chrome,Russia,Saint Petersburg,0
BHcvLfOaCWvWTykYqHVe,cpc,jvsVVQVKRfBIqBDBuCkq,jvsVVQVKRfBIqBDBuCkq,ZNhSIPchlbnKwZWcsKzz,mobile,Android,Xiaomi,393x851,Chrome,Russia,(not set),0
RmEBuqrriAfAVsLQQmhk,cpc,VBmazutCflYumtDHrQYe,VBmazutCflYumtDHrQYe,puhZPIYqKXeFPaUviSjo,mobile,Android,Xiaomi,393x851,Chrome,Russia,Moscow,0
MvfHsxITijuriZxsqZqt,cpm,FTjNLDyTrXaWYgZymFkV,FTjNLDyTrXaWYgZymFkV,pHqgLcdBQPSLcrTpLkdr,mobile,Android,Tecno,360x820,Chrome,Russia,Moscow,0
BHcvLfOaCWvWTykYqHVe,cpc,jvsVVQVKRfBIqBDBuCkq,jvsVVQVKRfBIqBDBuCkq,ZNhSIPchlbnKwZWcsKzz,desktop,Macintosh,other,1920x1080,Safari,Russia,Moscow,0
ZpYIoDJMcFzVoPFsHGJL,banner,LEoPHuyFvzoNfnzGgfcd,LEoPHuyFvzoNfnzGgfcd,puhZPIYqKXeFPaUviSjo,mobile,Android,Realme,360x800,Chrome,Russia,Saint Petersburg,0
QxAxdyPLuQMEcrdZWdWb,cpc,vRLTQQKAsFQMxbcHGPhu,vRLTQQKAsFQMxbcHGPhu,puhZPIYqKXeFPaUviSjo,mobile,Android,Xiaomi,393x873,Android Webview,Russia,Saint Petersburg,0
ZpYIoDJMcFzVoPFsHGJL,banner,LEoPHuyFvzoNfnzGgfcd,LEoPHuyFvzoNfnzGgfcd,puhZPIYqKXeFPaUviSjo,mobile,Android,Huawei,360x760,Chrome,Russia,Moscow,0
ZpYIoDJMcFzVoPFsHGJL,banner,LEoPHuyFvzoNfnzGgfcd,LEoPHuyFvzoNfnzGgfcd,puhZPIYqKXeFPaUviSjo,mobile,Android,Samsung,360x800,Chrome,Russia,Yaroslavl,0
geDcueAOghDzHkGMmdOq,cpm,FTjNLDyTrXaWYgZymFkV,FTjNLDyTrXaWYgZymFkV,vuriSCpYEnMEbLACpaMZ,desktop,Windows,other,1600x900,Chrome,Russia,Saint Petersburg,0
ZpYIoDJMcFzVoPFsHGJL,banner,LEoPHuyFvzoNfnzGgfcd,LEoPHuyFvzoNfnzGgfcd,puhZPIYqKXeFPaUviSjo,mobile,Android,Samsung,412x846,Chrome,Russia,Rostov-on-Don,0
QxAxdyPLuQMEcrdZWdWb,cpc,vRLTQQKAsFQMxbcHGPhu,vRLTQQKAsFQMxbcHGPhu,puhZPIYqKXeFPaUviSjo,mobile,iOS,Apple,414x736,Safari (in-app),Russia,Moscow,0
kjsLglQLzykiRbcDiGcD,cpc,XHNUiSKKGTEpSAlaVMFQ,XHNUiSKKGTEpSAlaVMFQ,hAmNSZmQkKQKAjZEGlgb,mobile,iOS,Apple,414x896,Safari,Russia,Saint Petersburg,0
kjsLglQLzykiRbcDiGcD,cpc,XHNUiSKKGTEpSAlaVMFQ,XHNUiSKKGTEpSAlaVMFQ,hAmNSZmQkKQKAjZEGlgb,mobile,Android,Tecno,360x720,Chrome,Russia,Saint Petersburg,0
ZpYIoDJMcFzVoPFsHGJL,banner,LEoPHuyFvzoNfnzGgfcd,LEoPHuyFvzoNfnzGgfcd,puhZPIYqKXeFPaUviSjo,mobile,Android,Huawei,360x760,Chrome,Russia,Moscow,0
kjsLglQLzykiRbcDiGcD,cpc,XHNUiSKKGTEpSAlaVMFQ,XHNUiSKKGTEpSAlaVMFQ,hAmNSZmQkKQKAjZEGlgb,mobile,Android,ZTE,360x720,Chrome,Russia,Moscow,0
ZpYIoDJMcFzVoPFsHGJL,banner,LEoPHuyFvzoNfnzGgfcd,LEoPHuyFvzoNfnzGgfcd,puhZPIYqKXeFPaUviSjo,mobile,Android,Huawei,360x771,Chrome,Russia,Slavyansk-na-Kubani,0
ZpYIoDJMcFzVoPFsHGJL,banner,LEoPHuyFvzoNfnzGgfcd,LEoPHuyFvzoNfnzGgfcd,puhZPIYqKXeFPaUviSjo,mobile,iOS,Apple,375x667,Safari,Russia,Moscow,0
ZpYIoDJMcFzVoPFsHGJL,banner,LEoPHuyFvzoNfnzGgfcd,LEoPHuyFvzoNfnzGgfcd,puhZPIYqKXeFPaUviSjo,mobile,Android,Realme,360x800,YaBrowser,Russia,Kazan,0
RmEBuqrriAfAVsLQQmhk,cpc,VBmazutCflYumtDHrQYe,VBmazutCflYumtDHrQYe,puhZPIYqKXeFPaUviSjo,mobile,Android,Samsung,800x360,Chrome,Russia,Kaluga,0
ZpYIoDJMcFzVoPFsHGJL,push,sbJRYgVfvcnqKJNDDYIr,sbJRYgVfvcnqKJNDDYIr,puhZPIYqKXeFPaUviSjo,mobile,Android,Xiaomi,393x851,Chrome,Russia,Saint Petersburg,0
kjsLglQLzykiRbcDiGcD,cpc,XHNUiSKKGTEpSAlaVMFQ,XHNUiSKKGTEpSAlaVMFQ,hAmNSZmQkKQKAjZEGlgb,mobile,Android,Xiaomi,393x851,Chrome,Russia,Saint Petersburg,0
MvfHsxITijuriZxsqZqt,cpm,FTjNLDyTrXaWYgZymFkV,FTjNLDyTrXaWYgZymFkV,pHqgLcdBQPSLcrTpLkdr,mobile,Android,(not set),360x640,Chrome,Russia,Saint Petersburg,0
ZpYIoDJMcFzVoPFsHGJL,banner,LEoPHuyFvzoNfnzGgfcd,LEoPHuyFvzoNfnzGgfcd,puhZPIYqKXeFPaUviSjo,mobile,iOS,Apple,414x896,Safari,Russia,Kirov,0
XiUifkjKLLnomcDRhswp,cpm,FTjNLDyTrXaWYgZymFkV,FTjNLDyTrXaWYgZymFkV,CIAskiBSlPVrlMWbbWfu,mobile,Android,Xiaomi,720x360,Chrome,Russia,Saint Petersburg,0
BHcvLfOaCWvWTykYqHVe,organic,LTuZkdKfxRGVceoWkVyg,LTuZkdKfxRGVceoWkVyg,puhZPIYqKXeFPaUviSjo,mobile,Android,Sony,360x720,Chrome,Russia,Ufa,0
bByPQxmDaMXgpHeypKSM,referral,LTuZkdKfxRGVceoWkVyg,LTuZkdKfxRGVceoWkVyg,puhZPIYqKXeFPaUviSjo,mobile,Android,Xiaomi,393x830,YaBrowser,Russia,Saint Petersburg,0
ZpYIoDJMcFzVoPFsHGJL,banner,LEoPHuyFvzoNfnzGgfcd,LEoPHuyFvzoNfnzGgfcd,puhZPIYqKXeFPaUviSjo,mobile,Android,(not set),384x854,Chrome,Russia,Orenburg,0
ZpYIoDJMcFzVoPFsHGJL,banner,LEoPHuyFvzoNfnzGgfcd,LEoPHuyFvzoNfnzGgfcd,puhZPIYqKXeFPaUviSjo,mobile,iOS,Apple,390x844,Safari,Russia,Moscow,0
kjsLglQLzykiRbcDiGcD,cpc,XHNUiSKKGTEpSAlaVMFQ,XHNUiSKKGTEpSAlaVMFQ,hAmNSZmQkKQKAjZEGlgb,desktop,Windows,other,1920x1080,Chrome,Russia,Voronezh,0
bByPQxmDaMXgpHeypKSM,referral,LTuZkdKfxRGVceoWkVyg,LTuZkdKfxRGVceoWkVyg,puhZPIYqKXeFPaUviSjo,desktop,Windows,other,1920x1080,Chrome,Russia,Penza,0
ZpYIoDJMcFzVoPFsHGJL,banner,LEoPHuyFvzoNfnzGgfcd,LEoPHuyFvzoNfnzGgfcd,puhZPIYqKXeFPaUviSjo,mobile,Android,Huawei,360x640,Chrome,Russia,Saint Petersburg,0
jaSOmLICuBzCFqHfBdRg,email,bxOTvPtyGSdUrbwoXCPO,bxOTvPtyGSdUrbwoXCPO,puhZPIYqKXeFPaUviSjo,mobile,iOS,Apple,390x844,Safari,Russia,Moscow,0
ZpYIoDJMcFzVoPFsHGJL,banner,LEoPHuyFvzoNfnzGgfcd,LEoPHuyFvzoNfnzGgfcd,puhZPIYqKXeFPaUviSjo,mobile,Android,Samsung,360x760,Chrome,Russia,Vladikavkaz,0
ZpYIoDJMcFzVoPFsHGJL,banner,LEoPHuyFvzoNfnzGgfcd,LEoPHuyFvzoNfnzGgfcd,puhZPIYqKXeFPaUviSjo,mobile,Android,Samsung,360x780,Chrome,Russia,Krasnodar,0
MvfHsxITijuriZxsqZqt,cpm,FTjNLDyTrXaWYgZymFkV,FTjNLDyTrXaWYgZymFkV,pHqgLcdBQPSLcrTpLkdr,mobile,Android,Xiaomi,393x851,Chrome,Russia,Moscow,0
ZpYIoDJMcFzVoPFsHGJL,banner,LEoPHuyFvzoNfnzGgfcd,LEoPHuyFvzoNfnzGgfcd,puhZPIYqKXeFPaUviSjo,mobile,Android,Xiaomi,360x720,Chrome,Russia,Yekaterinburg,0
gVRrcxiDQubJiljoTbGm,referral,LTuZkdKfxRGVceoWkVyg,LTuZkdKfxRGVceoWkVyg,puhZPIYqKXeFPaUviSjo,mobile,Android,Google,393x786,Android Webview,Russia,Saint Petersburg,0
ZpYIoDJMcFzVoPFsHGJL,banner,LEoPHuyFvzoNfnzGgfcd,LEoPHuyFvzoNfnzGgfcd,puhZPIYqKXeFPaUviSjo,mobile,Android,Xiaomi,393x851,Chrome,Russia,Voronezh,0
ZpYIoDJMcFzVoPFsHGJL,banner,LEoPHuyFvzoNfnzGgfcd,LEoPHuyFvzoNfnzGgfcd,puhZPIYqKXeFPaUviSjo,mobile,iOS,Apple,375x812,Safari,Ireland,Dublin,0
ZpYIoDJMcFzVoPFsHGJL,push,sbJRYgVfvcnqKJNDDYIr,sbJRYgVfvcnqKJNDDYIr,puhZPIYqKXeFPaUviSjo,mobile,Android,Samsung,385x854,Chrome,Russia,(not set),0
ZpYIoDJMcFzVoPFsHGJL,banner,LEoPHuyFvzoNfnzGgfcd,LEoPHuyFvzoNfnzGgfcd,puhZPIYqKXeFPaUviSjo,mobile,Android,Xiaomi,360x640,Chrome,Russia,Severodvinsk,0
kjsLglQLzykiRbcDiGcD,cpc,XHNUiSKKGTEpSAlaVMFQ,XHNUiSKKGTEpSAlaVMFQ,hAmNSZmQkKQKAjZEGlgb,desktop,Windows,other,1536x864,Chrome,Russia,Moscow,0
ZpYIoDJMcFzVoPFsHGJL,banner,LEoPHuyFvzoNfnzGgfcd,LEoPHuyFvzoNfnzGgfcd,puhZPIYqKXeFPaUviSjo,mobile,Android,Huawei,360x640,Chrome,Russia,Krasnodar,0
ZpYIoDJMcFzVoPFsHGJL,banner,LEoPHuyFvzoNfnzGgfcd,LEoPHuyFvzoNfnzGgfcd,puhZPIYqKXeFPaUviSjo,mobile,iOS,Apple,375x812,Safari,Russia,Moscow,0
bByPQxmDaMXgpHeypKSM,referral,LTuZkdKfxRGVceoWkVyg,LTuZkdKfxRGVceoWkVyg,puhZPIYqKXeFPaUviSjo,desktop,Windows,other,834x1194,Safari,Russia,Saint Petersburg,0
kjsLglQLzykiRbcDiGcD,cpc,XHNUiSKKGTEpSAlaVMFQ,XHNUiSKKGTEpSAlaVMFQ,hAmNSZmQkKQKAjZEGlgb,mobile,iOS,Apple,375x812,Safari,Russia,Moscow,0
QxAxdyPLuQMEcrdZWdWb,cpc,vRLTQQKAsFQMxbcHGPhu,vRLTQQKAsFQMxbcHGPhu,puhZPIYqKXeFPaUviSjo,mobile,iOS,Apple,414x896,Safari (in-app),Russia,Moscow,0
bByPQxmDaMXgpHeypKSM,referral,LTuZkdKfxRGVceoWkVyg,LTuZkdKfxRGVceoWkVyg,puhZPIYqKXeFPaUviSjo,desktop,Windows,other,1280x1024,Chrome,Russia,(not set),0
bByPQxmDaMXgpHeypKSM,referral,LTuZkdKfxRGVceoWkVyg,LTuZkdKfxRGVceoWkVyg,puhZPIYqKXeFPaUviSjo,mobile,Android,Samsung,360x760,Chrome,Russia,Yuzhno-Sakhalinsk,0
BHcvLfOaCWvWTykYqHVe,cpc,jvsVVQVKRfBIqBDBuCkq,jvsVVQVKRfBIqBDBuCkq,ZNhSIPchlbnKwZWcsKzz,mobile,iOS,Apple,414x896,Safari,Russia,Moscow,0
BHcvLfOaCWvWTykYqHVe,organic,LTuZkdKfxRGVceoWkVyg,LTuZkdKfxRGVceoWkVyg,puhZPIYqKXeFPaUviSjo,desktop,Windows,other,1536x864,Chrome,Russia,Saint Petersburg,0
ZpYIoDJMcFzVoPFsHGJL,banner,LEoPHuyFvzoNfnzGgfcd,LEoPHuyFvzoNfnzGgfcd,puhZPIYqKXeFPaUviSjo,mobile,Android,Xiaomi,393x851,Chrome,Russia,Saransk,0
bByPQxmDaMXgpHeypKSM,referral,LTuZkdKfxRGVceoWkVyg,LTuZkdKfxRGVceoWkVyg,puhZPIYqKXeFPaUviSjo,mobile,Android,Huawei,360x780,Chrome,Russia,Vyborg,0
